5708.0,5708.0,5601. o,1.573Q8,7450,7121,7238,17136
5715.0,5715.0,5608.0,1. 57 4'Ì9,8205,7122,7239,18871
5722.0,5722.0,5615.0,1.57658,7821,7123,7240,17988
5729.0,5729.0,5622.0,1.57846,7434,7123,7240,17098
5736.0,5736.0,5629.0,1. 57997,9249,7125,7242,21274
5743.0,5743.0,5636.0,1. 58142,9705,7128,7245,22322
5750.0,5750.0,5643.0,1. 583 'i. 5,8082,7129,7246,18589
5757.0,5757.0,5650.0,1. 584.32,8358,7130,7247,19222
5764.0,5764.0,5657.0,1. 586 !~2,8258,7131,7248,18994
5771.0,5771.0,5664.0,1.58817,8483,7133,7250,19511
5778.0,5778.0,5671. o,1. 589 1)6,7818,7134,7251,17981
5785.0,5785.0,5678.0,1. 591 '7 3,7900,7134,7251,18171
5792.0,5792.0,5685.0,1. 593 29,9004,7136,7253,20709
5799.0,5799.0,5692.0,"1. 594 ,u",9178,7138,7255,21109
5806.0,5806.0,5699.0,1. 596 38,8919,7140,7257,20514
5813.0,5813.0,5706.0,1. 597 '9. 3,9058,7142,7259,20834
5820.0,5820.0,5713.0,1. 599 35,9839,7144,7262,22630
5827.0,5827.0,5720.0,1.600 .33,9435,7146,7264,21701
5834.0,5834.0,5727.0,1.602.31,9478,7148,7266,21799
5841. o,5841. o,5734.0,1.60380,9409,7151,7269,21640
5848.0,5848.0,5741. o,i. 6o5:io,9338,7153,7271,21477
5862.0,5862.0,5755.0,1.608 26,9408.0,7157,7276,21638
5869.0,5869.0,5762.0,1. 609 ·55,10111.0,7159,7278,23256
5876.0,5876.0,5769.0,1. 611 1)0,10.32,7162,7282,23736
5883.0,5883.0,5776.0,1.612 ~ 5,9049.0,7164,7283,20813
5890.0,5890.0,5783.0,1.613~9,9713.0,7166,7286,22340
5897.0,5897.0,5790.0,1.61567,8333.0,7167,7287,19165
5904.0,5904.0,5797.0,1.617~4,8380.0,7169,7288,19275
5911. o,5911. o,5804.0,1.619~1,7516.0,7169,7289,17286
5918.0,5918.0,5811.0,1.6201 7,8966.0,7171,7290,20622
5925.0,5925.0,5818.0,1. 62207,10735.0,7174,7294,24690
5932.0,5932.0,5825.0,1. 623$0,8092.0,7175,7295,18612
5939.0,5939.0,5832.0,i. 625 52,8133.0,7176,7296,18706
5946.0,5946.0,5839.0,1. 627 3.5,8598.0,7177,7297,19775
5953.0,5953.0,5846.0,1. 628()7,9215.0,7179,7299,21195
5960.0,5960.0,5853.0,1.63020,9181.0,7181,7301,21117
5967.0,5967.0,5860.0,1.63174,9071.0,7183,7303,20863
5974.0,5974.0,5867.0,1.633.21,9501.0,7185,7305,21852
5981. o,5981.0,5874.0,i. 63432,8720.0,7186,7307,20056
5988.0,5988.0,5881.0,1.63641,8794.0,7188,7308,20226
5995.0,5995.0,5888.0,1. 63796,9059.0,7189,7310,20836
6002.0,6002.0,5895.0,1.63950,9051.0,7191,7312,20816
6009.0,6009.0,5902.0,1.64109,8827.0,7193,7314,20303
6016.0,6016.0,5909.0,1.64274,8457.0,7194,7315,19451
6023.0,6023.0,5916.0,1.64434,8798.0,7196,7317,20235
6030.0,6030.0,5923.0,1.64604,8226.0,7197,7318,18921
6037.0,6037.0,5930.0,1.6471S4,8711.0,7198,7319,20035
6044.0,6044.0,5937.0,1. 649 :_; 9,8531.0,7199,7320,19620
6051.0,6051.0,5944.0,1. 650 9 9,8236.0,7201,7321,18942
6058.0,6058.0,59 51. o,1. 652 ? 7,7432.0,7201,7321,17094
6065 . 0,6065.0,5958.0,1.65477,7358.0,7201,7321,16922
6072.0,6072.0,5965.0,1. 65666,7426.0,7201,7322,17081
6079.0,6079.0,5972.0,1. 658 5 3,7464.0,7202,7322,17166
6086.0,6086.0,5979.0,1.660 ~ 4,7734.0,7202,7322,17788
6093.0,6093.0,5986.0,1. 662Ì6,7716.0,7203,7323,17747
6100.0,6100.0,5993.0,1.66396,7764.0,7203,7323,17858
6107.0,6107.0,6000.0,1. 665 7 5,7821.0,7204,7324,17988
6114.0,6114.0,6007.0,1.66748,8108.0,7205,7325,18648
6121. o,6121.0,6014.0,1.6691 3,8463.0,7206,7326,19465
6128.0,6128.0,6021.0,1. 67039,7958.0,7207,7326,18304
6135.0,6135.0,6028.0,1. 67261,8155.0,7208,7327,18757
